,Cena,Kupione,Chłodzenie:,Faktura:,Interfejs złącza karty:,Pamięć:,Producent chipsetu:,Producent:,Rodzaj pamięci:,Stan:,Szyna pamięci:,Model
207,1769,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,RTX2060
208,2849,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
209,1649,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Palit,GDDR5X,Używany,256,GTX1080
210,1689,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR6,Nowy,192,RTX2060
211,1779,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR6,Nowy,192,RTX2060
212,2499,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
213,879,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
214,2799,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Asus,GDDR6,Nowy,256,RTX2070
215,2849,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Asus,GDDR6,Nowy,256,RTX2070
216,2899,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
217,1059,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,192,GTX1060
218,1859,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR6,Nowy,192,RTX2060
219,1039,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,DDR5,Nowy,192,GTX1060
220,749,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Asus,GDDR5,Nowy,128,GTX1050
221,809,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,AMD,GDDR5,Nowy,256,RX570
222,2549,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
223,1369,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,XFX,GDDR5,Nowy,256,RX580
224,1149,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
225,1119,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
226,919,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,Asus,GDDR5,Nowy,192,GTX1060
227,640,5,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,256,RX570
228,689,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,ZOTAC,GDDR5,Nowy,256,GTX970
229,629,0,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,EVGA,GDDR5,Nowy,192,GTX1060
230,989,1,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Asus,GDDR5,Używany,256,GTX1070
231,599,2,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,MSI,DDR5,Nowy,256,RX570
232,1302,3,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,GTX1660ti
233,1585,6,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR6,Nowy,192,RTX2060
234,1495,2,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,INNO3D,GDDR5X,Powystawowy,256,GTX1080
235,618,4,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Asus,GDDR5,Nowy,256,RX570
236,1329,5,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Gigabyte,GDDR5X,Używany,256,GTX1080
237,560,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,ZOTAC,GDDR5,Używany,128,GTX1050ti
238,2220,4,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,256,RTX2070
239,487,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,SAPPHIRE,GDDR5,Używany,256,RX580
240,450,6,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,Gigabyte,GDDR5,Używany,256,RX570
241,1149,3,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Palit,GDDR5,Powystawowy,256,GTX1070
242,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
243,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
244,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
245,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
246,760,8,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
247,1450,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,Palit,GDDR6,Nowy,192,RTX2060
248,2079,3,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,ZOTAC,GDDR5X,Używany,352,GTX1080ti
249,800,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,Gigabyte,GDDR5,Nowy,192,GTX1060
250,479,3,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,Palit,GDDR5,Używany,192,GTX1060
251,1999,2,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,ZOTAC,GDDR5X,Używany,352,GTX1080ti
252,789,3,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,ZOTAC,GDDR5,Używany,192,GTX1060
253,3490,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2080
254,1469,4,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1660ti
255,899,4,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
256,589,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,GDDR5,Nowy,256,RX570
257,2349,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5X,Używany,352,GTX1080ti
258,1993,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Nowy,256,GTX1070ti
259,1190,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR5,Używany,256,GTX1070ti
260,4390,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Palit,GDDR6,Nowy,352,RTX2080ti
261,1090,7,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,DDR5,Nowy,192,GTX1060
262,699,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,8,AMD,XFX,GDDR5,Po zwrocie,256,RX580
263,599,2,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,Gigabyte,DDR5,Powystawowy,192,GTX1060
264,1299,2,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1660
265,1399,2,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,GTX1660ti
266,1250,0,powietrzem,Nie wystawiam faktury,PCI,8,NVIDIA,MSI,GDDR5,Używany,256,GTX1070ti
267,599,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,Gigabyte,GDDR5,Używany,256,RX580
268,579,11,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050
269,999,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,EVGA,GDDR5,Używany,256,GTX1070
270,2820,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Używany,256,RTX2080
271,3080,0,wodne,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5X,Używany,352,GTX1080ti
272,420,0,powietrzem,Nie wystawiam faktury,PCI Express,2,NVIDIA,MSI,GDDR5,Używany,128,GTX1050
273,760,3,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,XFX,DDR5,Powystawowy,256,RX580
274,1499,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,MSI,GDDR5,Używany,256,GTX1070ti
275,2999,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2080
276,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
277,1369,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
278,609,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050
279,589,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,GDDR5,Nowy,128,RX550
280,549,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Gigabyte,GDDR5,Używany,256,RX570
281,2590,3,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
282,1119,1,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1660
283,490,1,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,Asus,GDDR5,Używany,256,RX570
284,2420,3,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,256,RTX2070
285,3299,2,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,256,RTX2080
286,525,2,powietrzem,Wystawiam fakturę bez VAT,PCI Express,4,AMD,SAPPHIRE,GDDR5,Używany,256,RX580
287,1299,4,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,192,GTX1660ti
288,2559,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
289,898,3,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADROk4200
290,679,1,powietrzem,Wystawiam fakturę bez VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Używany,256,RX580
291,1299,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Palit,GDDR5X,Nowy,192,GTX1070
292,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
293,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
294,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
295,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
296,799,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
297,6900,0,hybrydowe,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Używany,256,GTX1070
298,1500,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Asus,GDDR5,Używany,256,GTX1070ti
299,1240,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,AMD,MSI,DDR6,Nowy,192,GTX1660
300,3635,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,ZOTAC,GDDR5,Nowy,352,GTX1080ti
301,600,2,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Asus,DDR5,Powystawowy,256,RX570
302,559,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,3,NVIDIA,Gainward,DDR5,Używany,192,GTX1060
303,1049,3,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,192,GTX1660
304,529,1,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,ZOTAC,GDDR5,Używany,192,GTX1060
305,669,1,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,MSI,GDDR5,Nowy,256,RX570
306,550,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,XFX,GDDR5,Używany,256,RX580
307,1249,2,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,ZOTAC,GDDR5X,Nowy,192,GTX1070
308,699,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,8,AMD,XFX,GDDR5,Po zwrocie,256,RX580
309,659,0,powietrzem,Wystawiam fakturę VAT,PCI,2,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050
310,1099,1,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5X,Nowy,192,GTX1060
311,1040,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,DDR5,Nowy,192,GTX1660
312,629,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050
313,769,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,NVIDIA,GDDR5,Nowy,128,GTX1050ti
314,500,0,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,Gainward,GDDR5,Używany,192,GTX1060
315,3000,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5X,Używany,352,GTX1080ti
316,490,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,4,AMD,SAPPHIRE,GDDR5,Używany,256,RX570
317,900,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,ZOTAC,GDDR5,Używany,256,GTX980
318,929,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADROk4200
319,3999,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Asus,GDDR6,Nowy,256,RTX2080
320,1149,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Używany,256,GTX1070
321,1769,1,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,RTX2060
322,639,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,GDDR5,Nowy,256,RX570
323,490,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,AMD,GDDR5,Używany,256,RX570
324,1450,0,powietrzem,Nie wystawiam faktury,PCI Express,5,NVIDIA,nVidia,DDR5,Używany,128,QUADROp2000
325,2049,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR6,Nowy,192,RTX2060
326,1873,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,RTX2060
327,949,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
328,900,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,MSI,GDDR5,Używany,192,GTX1060
329,1149,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
330,579,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050
331,799,1,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
332,1339,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,NVIDIA,GDDR5,Nowy,256,GTX980
333,1188,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,DDR5,Nowy,192,GTX1660
334,645,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,3,NVIDIA,ZOTAC,GDDR5,Używany,192,GTX1060
335,3490,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2080
336,1899,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,RTX2060
337,618,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,NVIDIA,GDDR5,Używany,192,QUADROk4000
338,3599,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2080
339,5790,1,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,MSI,GDDR6,Nowy,352,RTX2080ti
340,749,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Asus,GDDR5,Nowy,128,GTX1050ti
341,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
342,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
343,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
344,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
345,1139,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,MSI,GDDR5,Nowy,256,RX590
346,1374,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,ZOTAC,DDR6,Nowy,192,GTX1660ti
347,1019,1,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR5,Nowy,192,GTX1060
348,999,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR5,Po zwrocie,192,GTX1060
349,1368,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
350,1230,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,DDR5,Nowy,256,RX590
351,1190,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,DDR5,Nowy,192,GTX1660
352,450,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
353,1947,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR5,Nowy,256,GTX1070
354,1099,0,hybrydowe,Nie wystawiam faktury,PCI Express,8,NVIDIA,nVidia,GDDR5,Używany,256,GTX1070
355,1898,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADROm4000
356,1675,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,HBM 2,Nowy,2048,RXvega56
357,1859,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR6,Nowy,192,RTX2060
358,2999,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Asus,GDDR6,Nowy,256,RTX2070
359,1888,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,DDR6,Nowy,192,RTX2060
360,1610,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,DDR6,Nowy,192,GTX1660
361,1054,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,DDR5,Nowy,192,GTX1660
362,809,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Asus,GDDR5,Nowy,128,GTX1050ti
363,1229,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
364,615,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Gigabyte,GDDR5,Nowy,128,GTX1050
365,549,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,AMD,SAPPHIRE,GDDR5,Nowy,128,RX550
366,1422,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,GTX1660ti
367,869,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Asus,GDDR5,Nowy,256,RX570
368,1370,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,DDR6,Nowy,192,GTX1660ti
369,405,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
370,629,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Asus,GDDR5,Nowy,128,GTX1050
371,1099,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,192,GTX1060
372,1259,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR5,Nowy,192,GTX1660ti
373,588,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Gainward,GDDR5,Nowy,128,GTX1050
374,4049,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Asus,GDDR6,Nowy,256,RTX2080
375,1339,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1660ti
376,782,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,DDR5,Nowy,256,RX570
377,767,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Gigabyte,DDR5,Nowy,128,GTX1050ti
378,1138,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,DDR5,Nowy,192,GTX1060
379,1063,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,DDR6,Nowy,192,GTX1660
380,642,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Gigabyte,GDDR5,Nowy,128,GTX1050
381,1135,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,POWERCOLOR,GDDR5,Nowy,256,RX480
382,1149,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR5,Nowy,192,GTX1060
383,1380,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,ZOTAC,DDR6,Nowy,192,GTX1660ti
384,2499,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
385,1082,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR6,Nowy,192,GTX1660
386,1113,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,MSI,DDR5,Nowy,192,GTX1060
387,1530,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,DDR6,Nowy,192,GTX1660ti
388,1098,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADROk5000
389,645,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,3,NVIDIA,MSI,GDDR5,Używany,192,GTX1060
390,535,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,AMD,SAPPHIRE,DDR5,Nowy,128,RX560
391,1549,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,nVidia,GDDR5,Nowy,128,QUADROp1000
392,985,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
393,1760,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,DDR6,Nowy,192,RTX2060
394,1230,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,MSI,DDR5,Nowy,256,RX590
395,1829,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR6,Nowy,192,RTX2060
396,1259,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR5,Nowy,192,GTX1660ti
397,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
398,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
399,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
400,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
401,751,0,powietrzem,Wystawiam fakturę VAT,PCI Express,24,NVIDIA,Palit,DDR5,Nowy,128,GTX1050ti
402,829,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Asus,GDDR5,Nowy,128,GTX1050ti
403,1060,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,XFX,DDR5,Nowy,256,RX580
404,1400,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,DDR6,Nowy,192,GTX1660ti
405,1120,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,DDR5,Nowy,192,GTX1060
406,1027,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,Gigabyte,DDR5,Nowy,192,GTX1060
407,668,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,MSI,DDR5,Nowy,128,GTX1050
408,2499,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
409,1120,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,MSI,DDR5,Nowy,192,GTX1060
410,799,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
411,1340,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,Gigabyte,DDR5,Nowy,256,RX590
412,988,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,DDR5,Nowy,256,RX580
413,782,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,DDR5,Nowy,128,GTX1050ti
414,989,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
415,1359,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX570
416,718,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,DDR5,Nowy,256,RX570
417,966,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,DDR5,Nowy,256,RX570
418,788,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Gigabyte,DDR5,Nowy,128,GTX1050ti
419,2849,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
