,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Nazwa,Cena kupiona,Cena zaoferowana,Link,offer_id,Stan:,Kupione,Model,Producent:,Cena
910,910,910,910,910,910,910,    GTX 1070 Ti AMP Edi,Brak,3023,https://archiwum.allegro.pl//oferta/karta-graficzna-zotac-geforce-gtx-1070-ti-amp-edi-i7723859302.html,7723859302,Nowy,0,GTX1070ti,Zotac,3023
911,911,911,911,911,911,911,OUTLET    RTX 2070 ARMOR 8GB GDDR6,Brak,2199,https://archiwum.allegro.pl//oferta/outlet-karta-msi-geforce-rtx-2070-armor-8gb-gddr6-i7792642192.html,7792642192,,0,RTX2070,MSI,2199
912,912,912,912,912,912,912,    Dual RX 580  8GB GDD,Brak,1499,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-radeon-dual-rx-580-oc-8gb-gdd-i7723859190.html,7723859190,Nowy,0,RX580,Asus,1499
913,913,913,913,913,913,913,"  RTX 2080 Phoenix GS, 8GB GDDR6",Brak,3638,https://archiwum.allegro.pl//oferta/gainward-geforce-rtx-2080-phoenix-gs-8gb-gddr6-i7778771123.html,7778771123,Nowy,0,RTX2080,Gainward,3638
914,914,914,914,914,914,914, Technologies  GTX 1070  ,Brak,2453,https://archiwum.allegro.pl//oferta/pny-technologies-geforce-gtx-1070-oc-gaming-i7718327924.html,7718327924,Nowy,0,GTX1070,PNY,2453
915,915,915,915,915,915,915,    GTX 1070 AORUS Ga,Brak,3933,https://archiwum.allegro.pl//oferta/karta-graficzna-gigabyte-geforce-gtx-1070-aorus-ga-i7782821877.html,7782821877,Nowy,0,GTX1070,Gigabyte,3933
916,916,916,916,916,916,916,    GTX 1050 FTW  2,Brak,707,https://archiwum.allegro.pl//oferta/karta-graficzna-evga-geforce-gtx-1050-ftw-gaming-2-i7608372954.html,7608372954,Nowy,0,GTX1050,EVGA,707
917,917,917,917,917,917,917,    RTX 2080 SEA HAWK EK X,Brak,4870,https://archiwum.allegro.pl//oferta/msi-karta-graficzna-geforce-rtx-2080-sea-hawk-ek-x-i7776474754.html,7776474754,Nowy,0,RTX2080,MSI,4870
918,918,918,918,918,918,918,    RTX 2080 SEA HAWK EK X,Brak,4820,https://archiwum.allegro.pl//oferta/msi-karta-graficzna-geforce-rtx-2080-sea-hawk-ek-x-i7769934009.html,7769934009,Nowy,0,RTX2080,MSI,4820
919,919,919,919,919,919,919,    RTX 2080 SEA HAWK EK X,Brak,4760,https://archiwum.allegro.pl//oferta/msi-karta-graficzna-geforce-rtx-2080-sea-hawk-ek-x-i7783252345.html,7783252345,Nowy,0,RTX2080,MSI,4760
920,920,920,920,920,920,920,    RTX 2080 SEA HAWK EK X,Brak,4760,https://archiwum.allegro.pl//oferta/msi-karta-graficzna-geforce-rtx-2080-sea-hawk-ek-x-i7763857142.html,7763857142,Nowy,0,RTX2080,MSI,4760
921,921,921,921,921,921,921,    RTX 2080 SEA HAWK EK X,Brak,4720,https://archiwum.allegro.pl//oferta/msi-karta-graficzna-geforce-rtx-2080-sea-hawk-ek-x-i7781247431.html,7781247431,Nowy,0,RTX2080,MSI,4720
922,922,922,922,922,922,922,    RTX 2080 SEA HAWK EK X,Brak,4810,https://archiwum.allegro.pl//oferta/msi-karta-graficzna-geforce-rtx-2080-sea-hawk-ek-x-i7778242219.html,7778242219,Nowy,0,RTX2080,MSI,4810
923,923,923,923,923,923,923,    RTX 2080 SEA HAWK EK X,Brak,4790,https://archiwum.allegro.pl//oferta/msi-karta-graficzna-geforce-rtx-2080-sea-hawk-ek-x-i7759518148.html,7759518148,Nowy,0,RTX2080,MSI,4790
924,924,924,924,924,924,924, VGA  GTX1060  6GB GDDR5 192bit,Brak,1446,https://archiwum.allegro.pl//oferta/karta-vga-gigabyte-gtx1060-oc-6gb-gddr5-192bit-i7793831013.html,7793831013,Nowy,0,GTX1060,Gigabyte,1446
925,925,925,925,925,925,925, VGA  RX 580  4GB GDDR5 256bit,Brak,996,https://archiwum.allegro.pl//oferta/karta-vga-gigabyte-rx-580-gaming-4gb-gddr5-256bit-i7361177936.html,7361177936,Nowy,0,RX580,Gigabyte,996
926,926,926,926,926,926,926,  GTX1070 FTW  ACX3.0 GWARANCJA,Brak,990,https://archiwum.allegro.pl//oferta/evga-geforce-gtx1070-ftw-gaming-acx3-0-gwarancja-i7781419037.html,7781419037,Używany,0,GTX1070,EVGA,990
927,927,927,927,927,927,927,  GTX1060 GTX 1060 ARMOR 6GD5X ,Brak,970,https://archiwum.allegro.pl//oferta/msi-geforce-gtx1060-gtx-1060-armor-6gd5x-oc-i7760405507.html,7760405507,Nowy,0,GTX1060,MSI,970
928,928,928,928,928,928,928, GTX 1060 3 GB GDDR5 dual fan  afterburner,Brak,525,https://archiwum.allegro.pl//oferta/msi-gtx-1060-3-gb-gddr5-dual-fan-oc-afterburner-i7797236760.html,7797236760,Używany,0,GTX1060,MSI,525
929,929,929,929,929,929,929,    GTX 1060 6GB GDDR,Brak,1518,https://archiwum.allegro.pl//oferta/karta-graficzna-gigabyte-geforce-gtx-1060-6gb-gddr-i7782820643.html,7782820643,Nowy,0,GTX1060,Gigabyte,1518
930,930,930,930,930,930,930,    GTX 1060 Windforc,Brak,1201,https://archiwum.allegro.pl//oferta/karta-graficzna-gigabyte-geforce-gtx-1060-windforc-i7782820350.html,7782820350,Nowy,0,GTX1060,Gigabyte,1201
931,931,931,931,931,931,931,    GTX 1050  2GB G,Brak,855,https://archiwum.allegro.pl//oferta/karta-graficzna-evga-geforce-gtx-1050-gaming-2gb-g-i7782819884.html,7782819884,Nowy,0,GTX1050,EVGA,855
932,932,932,932,932,932,932,    GTX1050 Ti  4GB,Brak,967,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-geforce-gtx1050-ti-strix-4gb-i7684596342.html,7684596342,Nowy,0,GTX1050ti,Asus,967
933,933,933,933,933,933,933,  RX 570  4GB DDR5 256bit,448,448,https://archiwum.allegro.pl//oferta/sapphire-radeon-rx-570-pulse-4gb-ddr5-256bit-i7791561808.html,7791561808,Używany,1,RX570,Sapphire,448
934,934,934,934,934,934,934,   RTX 2070 ROG  8GB GDDR6,Brak,3010,https://archiwum.allegro.pl//oferta/asus-karta-graficzna-rtx-2070-rog-strix-8gb-gddr6-i7742806859.html,7742806859,Nowy,0,RTX2070,ASUS,3010
935,935,935,935,935,935,935,    GTX 1060 IX 6GB G,Brak,1669,https://archiwum.allegro.pl//oferta/karta-graficzna-gigabyte-geforce-gtx-1060-ix-6gb-g-i7723860429.html,7723860429,Nowy,0,GTX1060,Gigabyte,1669
936,936,936,936,936,936,936, NITRO+  RX 580 8GB -TANIO,Brak,800,https://archiwum.allegro.pl//oferta/sapphire-nitro-radeon-rx-580-8gb-tanio-i7735701491.html,7735701491,Używany,0,RX580,SAPPHIRE,800
937,937,937,937,937,937,937,  RX 480 Armour 8GB GDDR5 - GW do 03.2020,700,700,https://archiwum.allegro.pl//oferta/msi-radeon-rx-480-armour-8gb-gddr5-gw-do-03-2020-i7783587943.html,7783587943,Używany,1,RX480,MSI,700
938,938,938,938,938,938,938,    GTX 1070 iChill,Brak,3079,https://archiwum.allegro.pl//oferta/karta-graficzna-inno3d-geforce-gtx-1070-ichill-i7619187239.html,7619187239,Nowy,0,GTX1070,Inno3D,3079
939,939,939,939,939,939,939,    GTX 1060 SC  6G,Brak,1504,https://archiwum.allegro.pl//oferta/karta-graficzna-evga-geforce-gtx-1060-sc-gaming-6g-i7782818820.html,7782818820,Nowy,0,GTX1060,EVGA,1504
940,940,940,940,940,940,940,  GTX 1080 AMP Edition 8GB GDDR5X,Brak,1566,https://archiwum.allegro.pl//oferta/zotac-geforce-gtx-1080-amp-edition-8gb-gddr5x-i7791023267.html,7791023267,Używany,0,GTX1080,ZOTAC,1566
941,941,941,941,941,941,941,  GTX 1070 AMP Extreme 8GB GDDR5,Brak,1149,https://archiwum.allegro.pl//oferta/zotac-geforce-gtx-1070-amp-extreme-8gb-gddr5-i7741418608.html,7741418608,Używany,0,GTX1070,ZOTAC,1149
942,942,942,942,942,942,942,  GTX 1060  6 GB GDDR5 GWARANCJA,Brak,690,https://archiwum.allegro.pl//oferta/palit-geforce-gtx-1060-stormx-6-gb-gddr5-gwarancja-i7793810555.html,7793810555,Używany,0,GTX1060,Palit,690
943,943,943,943,943,943,943,    GTX 1060 SC  3G,Brak,1463,https://archiwum.allegro.pl//oferta/karta-graficzna-evga-geforce-gtx-1060-sc-gaming-3g-i7782818382.html,7782818382,Nowy,0,GTX1060,EVGA,1463
944,944,944,944,944,944,944, GTX 1080ti Armor 11GB,Brak,2360,https://archiwum.allegro.pl//oferta/msi-gtx-1080ti-armor-11gb-i7796085415.html,7796085415,Używany,0,GTX1080ti,MSI,2360
945,945,945,945,945,945,945,    GTX 1060 3GB GDDR,Brak,1687,https://archiwum.allegro.pl//oferta/karta-graficzna-gainward-geforce-gtx-1060-3gb-gddr-i7646938629.html,7646938629,Nowy,0,GTX1060,Gainward,1687
946,946,946,946,946,946,946,    GTX 1060 Armor  6G G,Brak,1394,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-geforce-gtx-1060-armor-oc-6g-g-i7782818137.html,7782818137,Nowy,0,GTX1060,MSI,1394
947,947,947,947,947,947,947,  VGA  RX VEGA 56  8GB,Brak,1599,https://archiwum.allegro.pl//oferta/karta-graficzna-vga-sapphire-rx-vega-56-pulse-8gb-i7708791398.html,7708791398,Nowy,0,RXvega56,SAPPHIRE,1599
948,948,948,948,948,948,948,  RX 570   4GB GDDR5,Brak,500,https://archiwum.allegro.pl//oferta/asus-radeon-rx-570-strix-oc-4gb-gddr5-i7718540279.html,7718540279,Używany,0,RX570,ASUS,500
949,949,949,949,949,949,949, geforce GTX 970 gaming 4GB gwarancja,Brak,595,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-970-gaming-4gb-gwarancja-i7758926905.html,7758926905,Używany,0,GTX970,Msi,595
950,950,950,950,950,950,950, gtx 1070,Brak,1150,https://archiwum.allegro.pl//oferta/palit-gtx-1070-i7796279409.html,7796279409,Używany,0,GTX1070,Palit,1150
951,951,951,951,951,951,951,  GTX1060 AERO 3GB GDDR5 Gw Okazja,Brak,549,https://archiwum.allegro.pl//oferta/msi-geforce-gtx1060-aero-3gb-gddr5-gw-okazja-i7789483569.html,7789483569,Używany,0,GTX1060,MSI,549
952,952,952,952,952,952,952, Quadro P620 2GB VCQP620-PB,Brak,835,https://archiwum.allegro.pl//oferta/pny-quadro-p620-2gb-vcqp620-pb-i7776471310.html,7776471310,Nowy,0,QUADROp620,PNY,835
953,953,953,953,953,953,953, Quadro P620 2GB VCQP620-PB,Brak,787,https://archiwum.allegro.pl//oferta/pny-quadro-p620-2gb-vcqp620-pb-i7771740032.html,7771740032,Nowy,0,QUADROp620,PNY,787
954,954,954,954,954,954,954, Quadro P620 2GB VCQP620-PB,Brak,809,https://archiwum.allegro.pl//oferta/pny-quadro-p620-2gb-vcqp620-pb-i7781245396.html,7781245396,Nowy,0,QUADROp620,PNY,809
955,955,955,955,955,955,955, Quadro P620 2GB VCQP620-PB,Brak,824,https://archiwum.allegro.pl//oferta/pny-quadro-p620-2gb-vcqp620-pb-i7778244393.html,7778244393,Nowy,0,QUADROp620,PNY,824
956,956,956,956,956,956,956,"  RTX 2080 Phoenix GS, 8GB GDDR6, D",Brak,3414,https://archiwum.allegro.pl//oferta/gainward-geforce-rtx-2080-phoenix-gs-8gb-gddr6-d-i7790048137.html,7790048137,Nowy,0,RTX2080,Gainward,3414
957,957,957,957,957,957,957, GTX 1080Ti MINI 11GB NOWA MJA,Brak,3099,https://archiwum.allegro.pl//oferta/zotac-gtx-1080ti-mini-11gb-nowa-promocja-i7695794004.html,7695794004,Nowy,0,GTX1080ti,Zotac,3099
958,958,958,958,958,958,958,[]  GTX 1060   6GB GDDR5,Brak,850,https://archiwum.allegro.pl//oferta/-gigabyte-geforce-gtx-1060-windforce-oc-6gb-gddr5-i7795823677.html,7795823677,Używany,0,GTX1060,Gigabyte,850
959,959,959,959,959,959,959, GTX 970 ,552,552,https://archiwum.allegro.pl//oferta/msi-gtx-970-gaming-i7791315342.html,7791315342,Używany,1,GTX970,MSI,552
960,960,960,960,960,960,960, GTX 1070 ti ARMOR,1300,1300,https://archiwum.allegro.pl//oferta/msi-gtx-1070-ti-armor-i7791294800.html,7791294800,Używany,1,GTX1070ti,MSI,1300
961,961,961,961,961,961,961,  GTX 1080 AERO 8GB GDDR5X,Brak,1500,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-1080-aero-8gb-gddr5x-i7793068319.html,7793068319,Używany,0,GTX1080,MSI,1500
962,962,962,962,962,962,962, NITRO+  RX 580 8GB SPECIAL EDITION,Brak,800,https://archiwum.allegro.pl//oferta/sapphire-nitro-radeon-rx-580-8gb-special-edition-i7791728281.html,7791728281,Używany,0,RX580,SAPPHIRE,800
963,963,963,963,963,963,963,    RTX 2070 VENTUS 8GB,Brak,2335,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-geforce-rtx-2070-ventus-8gb-i7750478336.html,7750478336,Nowy,0,RTX2070,MSI,2335
964,964,964,964,964,964,964,   Phoenix GTX 1050 2GB gwaran,Brak,467,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-phoenix-gtx-1050-2gb-gwaran-i7707352562.html,7707352562,Używany,0,GTX1050,ASUS,467
965,965,965,965,965,965,965, GTX 1060  II  6GB - GW. 18M,Brak,799,https://archiwum.allegro.pl//oferta/gigabyte-gtx-1060-windforce-ii-oc-6gb-gw-18m-i7795806914.html,7795806914,Używany,0,GTX1060,Gigabyte,799
966,966,966,966,966,966,966,"  GTX 770 4GB ACX Cooler HDMI,DP Gwar",Brak,419,https://archiwum.allegro.pl//oferta/evga-geforce-gtx-770-4gb-acx-cooler-hdmi-dp-gwar-i7762464800.html,7762464800,Używany,0,GTX770,EVGA,419
967,967,967,967,967,967,967,  GTX 1080 Ti TURBO 11GB GDDR5X,Brak,2500,https://archiwum.allegro.pl//oferta/asus-geforce-gtx-1080-ti-turbo-11gb-gddr5x-i7777159629.html,7777159629,Używany,0,GTX1080ti,ASUS,2500
968,968,968,968,968,968,968, GTX 1070 JetStream 8GB gwarancja 3 lata,Brak,1150,https://archiwum.allegro.pl//oferta/palit-gtx-1070-jetstream-8gb-gwarancja-3-lata-i7777138377.html,7777138377,Używany,0,GTX1070,Palit,1150
969,969,969,969,969,969,969,  GTX 970  4GB DDR5 (256 bit),Brak,650,https://archiwum.allegro.pl//oferta/asus-geforce-gtx-970-strix-4gb-ddr5-256-bit-i7793809863.html,7793809863,Używany,0,GTX970,Asus,650
970,970,970,970,970,970,970,  RX 580 8GB DDR5 GTS XXX Edition +,Brak,698,https://archiwum.allegro.pl//oferta/xfx-radeon-rx-580-8gb-ddr5-gts-xxx-edition-oc-i7719773031.html,7719773031,Używany,0,RX580,XFX,698
971,971,971,971,971,971,971,    GTX 1050 Ti  4GB,Brak,435,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-geforce-gtx-1050-ti-gaming-4gb-i7797134966.html,7797134966,Używany,0,GTX1050ti,MSI,435
972,972,972,972,972,972,972,  RX 580 Nitro+ 4GB nie z koparki,700,700,https://archiwum.allegro.pl//oferta/sapphire-radeon-rx-580-nitro-4gb-nie-z-koparki-i7782969418.html,7782969418,Używany,1,RX580,Sapphire,700
973,973,973,973,973,973,973, RTX 2080   8GB 256B 3xDP USB-C,Brak,3270,https://archiwum.allegro.pl//oferta/gigabyte-rtx-2080-gaming-oc-8gb-256b-3xdp-usb-c-i7697291579.html,7697291579,Nowy,0,RTX2080,GIGABYTE,3270
974,974,974,974,974,974,974,OUTLET   GTX 1070 Ti AORUS 8GB,Brak,1819,https://archiwum.allegro.pl//oferta/outlet-gigabyte-geforce-gtx-1070-ti-aorus-8gb-i7458021912.html,7458021912,,0,GTX1070ti,Gigabyte,1819
975,975,975,975,975,975,975, GTX 950 Mini,Brak,419,https://archiwum.allegro.pl//oferta/asus-gtx-950-mini-i7788244184.html,7788244184,Używany,0,GTX950,Asus,419
976,976,976,976,976,976,976,Gwarancja   Geforce GTX1060 TURBO 6GB,710,710,https://archiwum.allegro.pl//oferta/gwarancja-karta-asus-geforce-gtx1060-turbo-6gb-i7782895798.html,7782895798,Używany,1,GTX1060,Asus,710
977,977,977,977,977,977,977,  GTX 960 4GB  2X ,Brak,480,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-960-4gb-windforce-2x-oc-i7718758257.html,7718758257,Używany,0,GTX960,Gigabyte,480
978,978,978,978,978,978,978,GTX 970   ,Brak,550,https://archiwum.allegro.pl//oferta/gtx-970-asus-strix-oc-i7796495420.html,7796495420,Używany,0,GTX970,Asus,550
979,979,979,979,979,979,979, GTX 1060 6GB Xtreme GV-N1060XTREME-6GD,Brak,1095,https://archiwum.allegro.pl//oferta/gigabyte-gtx-1060-6gb-xtreme-gv-n1060xtreme-6gd-i7795318557.html,7795318557,,0,GTX1060,Gigabyte,1095
980,980,980,980,980,980,980,  GTX 1070 8 GB GDDR5 Founders Edition,1025,1025,https://archiwum.allegro.pl//oferta/asus-geforce-gtx-1070-8-gb-gddr5-founders-edition-i7790947894.html,7790947894,Używany,1,GTX1070,ASUS,1025
981,981,981,981,981,981,981, GTX 970 -GTX970-DC2-4GD5 4GB DDR5,Brak,700,https://archiwum.allegro.pl//oferta/asus-gtx-970-strix-gtx970-dc2oc-4gd5-4gb-ddr5-i7783900092.html,7783900092,Używany,0,GTX970,Asus,700
982,982,982,982,982,982,982,  GTX 1050Ti 4GB Dual  4GB (Micron),Brak,805,https://archiwum.allegro.pl//oferta/palit-geforce-gtx-1050ti-4gb-dual-oc-4gb-micron-i7281922971.html,7281922971,Nowy,0,GTX1050ti,PALIT,805
983,983,983,983,983,983,983," Armor GTX960 4GB, stan idealny",Brak,509,https://archiwum.allegro.pl//oferta/msi-armor-gtx960-4gb-stan-idealny-i7769087482.html,7769087482,Używany,0,GTX960,MSI,509
984,984,984,984,984,984,984, GTX1080 uszkodzona,Brak,590,https://archiwum.allegro.pl//oferta/msi-gtx1080-uszkodzona-i7784060322.html,7784060322,,0,GTX1080,MSI,590
985,985,985,985,985,985,985, GTX 1080 / 8GB / HDMI DP DVI / GWAR. / BULK,Brak,1650,https://archiwum.allegro.pl//oferta/zotac-gtx-1080-8gb-hdmi-dp-dvi-gwar-bulk-i7793773080.html,7793773080,Używany,0,GTX1080,Zotac,1650
986,986,986,986,986,986,986,  GTX 1080 Ti AORUS 11GB GDDR5X,Brak,2400,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1080-ti-aorus-11gb-gddr5x-i7792669179.html,7792669179,Używany,0,GTX1080ti,Gigabyte,2400
987,987,987,987,987,987,987, GTX 970 G1 ,600,600,https://archiwum.allegro.pl//oferta/gigabyte-gtx-970-g1-gaming-i7776701758.html,7776701758,Używany,1,GTX970,Gigabyte,600
988,988,988,988,988,988,988, VGA  GTX1050 Ti  4GB GDDR5 128bit,Brak,776,https://archiwum.allegro.pl//oferta/karta-vga-gigabyte-gtx1050-ti-oc-4gb-gddr5-128bit-i7779385925.html,7779385925,Nowy,0,GTX1050ti,Gigabyte,776
989,989,989,989,989,989,989,  GTX 1060  6GB 192BIT FV Nowa,Brak,1249,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-1060-gaming-6gb-192bit-fv-nowa-i7778449468.html,7778449468,Nowy,0,GTX1060,MSI,1249
990,990,990,990,990,990,990, RTX 2070 DUAL 8GB GDDR6 256BIT FV GW.36M,Brak,2369,https://archiwum.allegro.pl//oferta/palit-rtx-2070-dual-8gb-gddr6-256bit-fv-gw-36m-i7776444406.html,7776444406,Nowy,0,RTX2070,PALIT,2369
991,991,991,991,991,991,991,   GTX1060 3GB/GWAR/OKAZJA,Brak,500,https://archiwum.allegro.pl//oferta/karta-graficzna-gigabyte-gtx1060-3gb-gwar-okazja-i7795982303.html,7795982303,Używany,0,GTX1060,Gigabyte,500
992,992,992,992,992,992,992, 1060 GTX 6GB GWARANCJA GRUDZIEŃ 2019R.,Brak,824,https://archiwum.allegro.pl//oferta/gigabyte-1060-gtx-6gb-gwarancja-grudzien-2019r-i7769827465.html,7769827465,Używany,0,GTX1060,Gigabyte,824
993,993,993,993,993,993,993,GTX 1050 Ti  4GB ,Brak,475,https://archiwum.allegro.pl//oferta/gtx-1050-ti-zotac-4gb-oc-i7791593327.html,7791593327,Używany,0,GTX1050ti,ZOTAC,475
994,994,994,994,994,994,994,  GTX 1080 Ti 11GB Gwar. do 12.2020,Brak,2099,https://archiwum.allegro.pl//oferta/zotac-geforce-gtx-1080-ti-11gb-gwar-do-12-2020-i7795597753.html,7795597753,Używany,0,GTX1080ti,ZOTAC,2099
995,995,995,995,995,995,995,GTX 1070   X 8GB jak nowa gw 07 2020,Brak,1150,https://archiwum.allegro.pl//oferta/gtx-1070-msi-gaming-x-8gb-jak-nowa-gw-07-2020-i7795041998.html,7795041998,Używany,0,GTX1070,MSI,1150
996,996,996,996,996,996,996,OUTLET    GTX1060 3GT  3GB GDDR5,Brak,729,https://archiwum.allegro.pl//oferta/outlet-karta-msi-geforce-gtx1060-3gt-oc-3gb-gddr5-i7792998476.html,7792998476,Nowy,0,GTX1060,MSI,729
997,997,997,997,997,997,997,  GTX 1060  X 6GB 192b HDMI GWARA,900,900,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-1060-gaming-x-6gb-192b-hdmi-gwara-i7776278385.html,7776278385,Używany,1,GTX1060,MSI,900
998,998,998,998,998,998,998, Expedition  GTX 1060 6GB DDR5 O/C BOX,770,770,https://archiwum.allegro.pl//oferta/asus-expedition-geforce-gtx-1060-6gb-ddr5-o-c-box-i7786366138.html,7786366138,Używany,1,GTX1060,ASUS,770
999,999,999,999,999,999,999, GF GTX1060 6144MB DDR5/192b   ,Brak,990,https://archiwum.allegro.pl//oferta/asus-gf-gtx1060-6144mb-ddr5-192b-strix-oc-gaming-i7796204712.html,7796204712,Używany,0,GTX1060,ASUS,990
1000,1000,1000,1000,1000,1000,1000,  GTX 970 4GB  ,Brak,591,https://archiwum.allegro.pl//oferta/asus-geforce-gtx-970-4gb-strix-oc-i7792309095.html,7792309095,Używany,0,GTX970,ASUS,591
1001,1001,1001,1001,1001,1001,1001, Geforce GTX 1080  X 2 lata Gwar BCM,1684,1684,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-1080-gaming-x-2-lata-gwar-bcm-i7784676523.html,7784676523,Używany,1,GTX1080,MSI,1684
1002,1002,1002,1002,1002,1002,1002,"    GTX 970, 4GB",Brak,500,https://archiwum.allegro.pl//oferta/karta-graficzna-gigabyte-geforce-gtx-970-4gb-i7789437129.html,7789437129,Używany,0,GTX970,Gigabyte,500
1003,1003,1003,1003,1003,1003,1003, GTX 1080Ti AORUS Xtreme Edition 11GB,Brak,2599,https://archiwum.allegro.pl//oferta/gigabyte-gtx-1080ti-aorus-xtreme-edition-11gb-i7791616104.html,7791616104,Używany,0,GTX1080ti,GIGABYTE,2599
1004,1004,1004,1004,1004,1004,1004,    RX 560 4GB AERO ITX FV,Brak,499,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-radeon-rx-560-4gb-aero-itx-fv-i7776151726.html,7776151726,Używany,0,RX560,MSI,499
1005,1005,1005,1005,1005,1005,1005, GTX 1080Ti AORUS Xtreme Edition 11GB,Brak,2499,https://archiwum.allegro.pl//oferta/gigabyte-gtx-1080ti-aorus-xtreme-edition-11gb-i7792208680.html,7792208680,Używany,0,GTX1080ti,GIGABYTE,2499
1006,1006,1006,1006,1006,1006,1006,OUTLET    RX 580  8GB,Brak,799,https://archiwum.allegro.pl//oferta/outlet-karta-graficzna-gigabyte-rx-580-gaming-8gb-i7792879168.html,7792879168,,0,RX580,GIGABYTE,799
1007,1007,1007,1007,1007,1007,1007,  GTX 1060 6GB Aorus Xtreme GW IGŁA,979,979,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1060-6gb-aorus-xtreme-gw-igla-i7781869594.html,7781869594,Używany,1,GTX1060,Gigabyte,979
1008,1008,1008,1008,1008,1008,1008,OKAZJA GTX 1050 TI 4GB 128 BIT  GDDR5 UŻ. GWA,Brak,479,https://archiwum.allegro.pl//oferta/okazja-gtx-1050-ti-4gb-128-bit-zotac-gddr5-uz-gwa-i7780567875.html,7780567875,Używany,0,GTX1050ti,ZOTAC,479
1009,1009,1009,1009,1009,1009,1009,  GTX 1080 Ti Phoenix 11GB,Brak,2400,https://archiwum.allegro.pl//oferta/gainward-geforce-gtx-1080-ti-phoenix-11gb-i7796068084.html,7796068084,Używany,0,GTX1080ti,Gainward,2400
1010,1010,1010,1010,1010,1010,1010, VGA  RX Vega 56  8GB GWARANCJA 34M,Brak,1589,https://archiwum.allegro.pl//oferta/karta-vga-asus-rx-vega-56-gaming-8gb-gwarancja-34m-i7775166289.html,7775166289,Używany,0,RXvega56,Asus,1589
1011,1011,1011,1011,1011,1011,1011,  Armor GTX 1060 3GB - stan bardzo dobry,599,599,https://archiwum.allegro.pl//oferta/geforce-msi-armor-gtx-1060-3gb-stan-bardzo-dobry-i7781808412.html,7781808412,Używany,1,GTX1060,MSI,599
1012,1012,1012,1012,1012,1012,1012,    RX 580 Dual 8GB,Brak,579,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-radeon-rx-580-dual-8gb-i7794667728.html,7794667728,Używany,0,RX580,ASUS,579
1013,1013,1013,1013,1013,1013,1013, VGA  RTX 2080 VENTUS 8G 8GB GDDR6 256bit,Brak,3777,https://archiwum.allegro.pl//oferta/karta-vga-msi-rtx-2080-ventus-8g-8gb-gddr6-256bit-i7793832211.html,7793832211,Nowy,0,RTX2080,MSI,3777
1014,1014,1014,1014,1014,1014,1014, VGA  GTX1050 Ti  4GB GDDR5 128bit,Brak,808,https://archiwum.allegro.pl//oferta/karta-vga-gigabyte-gtx1050-ti-oc-4gb-gddr5-128bit-i7774511785.html,7774511785,Nowy,0,GTX1050ti,Gigabyte,808
1015,1015,1015,1015,1015,1015,1015, VGA  AORUS  RTX 2080 8GB,Brak,3962,https://archiwum.allegro.pl//oferta/karta-vga-gigabyte-aorus-geforce-rtx-2080-8gb-i7679598935.html,7679598935,Nowy,0,RTX2080,Gigabyte,3962
1016,1016,1016,1016,1016,1016,1016,  GTX 1070 AMP Extreme 8GB DDR5 256BIT,Brak,1849,https://archiwum.allegro.pl//oferta/zotac-geforce-gtx-1070-amp-extreme-8gb-ddr5-256bit-i7533006612.html,7533006612,Nowy,0,GTX1070,Zotac,1849
1017,1017,1017,1017,1017,1017,1017,     GTX 960 4GB,Brak,490,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-nvidia-geforce-gtx-960-4gb-i7759761443.html,7759761443,Używany,0,GTX960,ASUS,490
1018,1018,1018,1018,1018,1018,1018,  RX Vega 64 ,Brak,1950,https://archiwum.allegro.pl//oferta/asus-radeon-rx-vega-64-strix-i7781663589.html,7781663589,Używany,0,RXvega64,Asus,1950
1019,1019,1019,1019,1019,1019,1019,    GTX 1060 GT  3GB GDD,Brak,550,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-geforce-gtx-1060-gt-oc-3gb-gdd-i7784908252.html,7784908252,Używany,0,GTX1060,MSI,550
1020,1020,1020,1020,1020,1020,1020,  GTX 1050 Ti  4GB GDDR5 Gwarancja,515,515,https://archiwum.allegro.pl//oferta/zotac-geforce-gtx-1050-ti-oc-4gb-gddr5-gwarancja-i7776005662.html,7776005662,Nowy,1,GTX1050ti,Zotac,515
