,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Nazwa,Cena kupiona,Cena zaoferowana,Link,offer_id,Stan:,Kupione,Model,Producent:,Cena
0,0,0,0,0,0,0,"  Quadro P400 DVI, 2GB GDDR5 64 Bit, 3x m",Brak,559,https://archiwum.allegro.pl//oferta/pny-nvidia-quadro-p400-dvi-2gb-gddr5-64-bit-3x-m-i7740642216.html,7740642216,Nowy,0,QUADROp400,PNY,559
1,1,1,1,1,1,1, VGA  GTX1070  8G 8GB GDDR5 256bit D,Brak,1971,https://archiwum.allegro.pl//oferta/karta-vga-msi-gtx1070-gaming-8g-8gb-gddr5-256bit-d-i7779387820.html,7779387820,Nowy,0,GTX1070,MSI,1971
2,2,2,2,2,2,2,  GTX 960 iChill Air BossX3 Ultra 2GB,480,480,https://archiwum.allegro.pl//oferta/inno3d-geforce-gtx-960-ichill-air-bossx3-ultra-2gb-i7794260993.html,7794260993,Używany,1,GTX960,Inno3D,480
3,3,3,3,3,3,3, GTX 1060 3GB Superclked,500,500,https://archiwum.allegro.pl//oferta/evga-gtx-1060-3gb-superclocked-i7804921805.html,7804921805,Używany,1,GTX1060,EVGA,500
4,4,4,4,4,4,4,    RX 570  4GB GDDR5,Brak,728,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-radeon-rx-570-oc-4gb-gddr5-i7799359913.html,7799359913,Nowy,0,RX570,ASUS,728
5,5,5,5,5,5,5, GTX1050 Ti  4GB GDDR5 128bit 2xDVI+HDMI,Brak,799,https://archiwum.allegro.pl//oferta/asus-gtx1050-ti-oc-4gb-gddr5-128bit-2xdvi-hdmi-i7710959973.html,7710959973,Nowy,0,GTX1050ti,Asus,799
6,6,6,6,6,6,6,OUTLET    RX 580 ARMOR  8GB GDDR5,Brak,849,https://archiwum.allegro.pl//oferta/outlet-karta-msi-radeon-rx-580-armor-oc-8gb-gddr5-i7758205684.html,7758205684,,0,RX580,MSI,849
7,7,7,7,7,7,7,GTX 980TI 6GB -  G1  -X-KOM gw,Brak,1120,https://archiwum.allegro.pl//oferta/gtx-980ti-6gb-gigabyte-g1-gaming-x-kom-gw-i7798418781.html,7798418781,Używany,0,GTX980ti,Gigabyte,1120
8,8,8,8,8,8,8,    GTX 960 4GB,550,550,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-geforce-gtx-960-4gb-i7794099929.html,7794099929,Używany,1,GTX960,ASUS,550
9,9,9,9,9,9,9, AERO GTX1070 8GB DDR5 Faktura VAT 23m gwarancj,1100,1100,https://archiwum.allegro.pl//oferta/msi-aero-gtx1070-8gb-ddr5-faktura-vat-23m-gwarancj-i7796804021.html,7796804021,Używany,1,GTX1070,MSI,1100
10,10,10,10,10,10,10,    GTX 1070 Aero  8GB,Brak,1099,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-geforce-gtx-1070-aero-oc-8gb-i7800727694.html,7800727694,Używany,0,GTX1070,MSI,1099
11,11,11,11,11,11,11,"GTX 1050Ti 4GB , gwarancja",450,440,https://archiwum.allegro.pl//oferta/gtx-1050ti-4gb-palit-gwarancja-i7813516914.html,7813516914,Używany,1,GTX1050ti,Palit,440
12,12,12,12,12,12,12,    RX 570  4GB,Brak,779,https://archiwum.allegro.pl//oferta/karta-graficzna-gigabyte-radeon-rx-570-gaming-4gb-i7684583547.html,7684583547,Nowy,0,RX570,Gigabyte,779
13,13,13,13,13,13,13,  RX570  4GB 256bit DP HDMI DVI,Brak,449,https://archiwum.allegro.pl//oferta/amd-radeon-rx570-xfx-4gb-256bit-dp-hdmi-dvi-i7662540779.html,7662540779,Używany,0,RX570,XFX,449
14,14,14,14,14,14,14,    RX 590 Fatboy 8GB 256bi,880,880,https://archiwum.allegro.pl//oferta/karta-graficzna-xfx-radeon-rx-590-fatboy-8gb-256bi-i7808610726.html,7808610726,Używany,1,RX590,XFX,880
15,15,15,15,15,15,15, ROG   RX 580 T8G   Edition,740,740,https://archiwum.allegro.pl//oferta/asus-rog-strix-radeon-rx-580-t8g-gaming-oc-edition-i7794054681.html,7794054681,Używany,1,RX580,ASUS,740
16,16,16,16,16,16,16,     RX 470 4Gb - PEWNA,430,430,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-strix-amd-rx-470-4gb-pewna-i7808572667.html,7808572667,Używany,1,RX470,ASUS,430
17,17,17,17,17,17,17,  GTX 1070 ARMOR  8GB + Gwarancja,Brak,969,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-1070-armor-oc-8gb-gwarancja-i7812726755.html,7812726755,Używany,0,GTX1070,MSI,969
18,18,18,18,18,18,18, -  GTX 1050Ti - 4GB GDDR5 + GRY,Brak,759,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-gtx-1050ti-4gb-gddr5-gry-i7808568666.html,7808568666,Nowy,0,GTX1050ti,ASUS,759
19,19,19,19,19,19,19, GTX 1060 3 GB (Samsung) długa gwarancja,Brak,575,https://archiwum.allegro.pl//oferta/palit-gtx-1060-3-gb-samsung-dluga-gwarancja-i7704607722.html,7704607722,Używany,0,GTX1060,Palit,575
20,20,20,20,20,20,20,"  GTX 1070  Z, gwarancja, FV 23%",Brak,1200,https://archiwum.allegro.pl//oferta/karta-msi-gtx-1070-gaming-z-gwarancja-fv-23-i7507728163.html,7507728163,Używany,0,GTX1070,MSI,1200
21,21,21,21,21,21,21,  RX 580 GTS XXX Edition 8GB 1386 MHz,640,640,https://archiwum.allegro.pl//oferta/xfx-radeon-rx-580-gts-xxx-edition-8gb-1386-mhz-i7808520999.html,7808520999,Używany,1,RX580,XFX,640
22,22,22,22,22,22,22,    GTX 1070 G1 8GB,980,980,https://archiwum.allegro.pl//oferta/karta-graficzna-gigabyte-geforce-gtx-1070-g1-8gb-i7800577181.html,7800577181,Używany,1,GTX1070,Gigabyte,980
23,23,23,23,23,23,23,NOWY   GTX 1070 ,1000,1000,https://archiwum.allegro.pl//oferta/nowy-palit-geforce-gtx-1070-oc-i7808488359.html,7808488359,Nowy,1,GTX1070,PALIT,1000
24,24,24,24,24,24,24, GTX 1060 SC  GDDR5 03G-P4-6162-KR BCM,770,770,https://archiwum.allegro.pl//oferta/evga-gtx-1060-sc-gaming-gddr5-03g-p4-6162-kr-bcm-i7804322381.html,7804322381,Nowy,1,GTX1060,EVGA,770
25,25,25,25,25,25,25,  RX 580 8GB  GDDR5 Gwarancja,660,660,https://archiwum.allegro.pl//oferta/sapphire-radeon-rx-580-8gb-pulse-gddr5-gwarancja-i7808445614.html,7808445614,Używany,1,RX580,Sapphire,660
26,26,26,26,26,26,26,   GTX 1050 Ti   4GB,560,560,https://archiwum.allegro.pl//oferta/karta-asus-geforce-gtx-1050-ti-strix-oc-4gb-i7803981995.html,7803981995,Używany,1,GTX1050ti,Asus,560
27,27,27,27,27,27,27,Nowa    RX590 NITRO+ 8GB,Brak,1300,https://archiwum.allegro.pl//oferta/nowa-karta-graficzna-sapphire-rx590-nitro-8gb-i7813851293.html,7813851293,Nowy,0,RX590,SAPPHIRE,1300
28,28,28,28,28,28,28, GTX980 SuperClked ACX 2.0 4GB 256bit,Brak,700,https://archiwum.allegro.pl//oferta/evga-gtx980-superclocked-acx-2-0-4gb-256bit-i7803831900.html,7803831900,Używany,0,GTX980,EVGA,700
29,29,29,29,29,29,29,  GTX 1060  II  3GB 11mc,Brak,550,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1060-windforce-ii-oc-3gb-11mc-i7809969230.html,7809969230,Używany,0,GTX1060,Gigabyte,550
30,30,30,30,30,30,30,NOWA     RX 570  4GB,Brak,694,https://archiwum.allegro.pl//oferta/nowa-karta-graficzna-asus-radeon-rx-570-oc-4gb-i7805374786.html,7805374786,Nowy,0,RX570,ASUS,694
31,31,31,31,31,31,31,  RX Vega 56 Air Boost  8GB,Brak,1350,https://archiwum.allegro.pl//oferta/msi-radeon-rx-vega-56-air-boost-oc-8gb-i7731418334.html,7731418334,Używany,0,RXvega56,MSI,1350
32,32,32,32,32,32,32, VGA  RX 570  ARMOR 8GB GDDR5 256bit,Brak,1006,https://archiwum.allegro.pl//oferta/karta-vga-msi-rx-570-oc-armor-8gb-gddr5-256bit-i7455366178.html,7455366178,Nowy,0,RX570,MSI,1006
33,33,33,33,33,33,33,  GTX 1080 Ti  X Trio BOX+faktura,Brak,2800,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-1080-ti-gaming-x-trio-box-faktura-i7811029964.html,7811029964,Używany,0,GTX1080ti,MSI,2800
34,34,34,34,34,34,34, VGA  GTX1070  8G 8GB GDDR5 256bit,Brak,2005,https://archiwum.allegro.pl//oferta/karta-vga-msi-gtx1070-gaming-8g-8gb-gddr5-256bit-i7774566774.html,7774566774,Nowy,0,GTX1070,MSI,2005
35,35,35,35,35,35,35,    GTX 1060 6GB,Brak,1157,https://archiwum.allegro.pl//oferta/karta-graficzna-gigabyte-geforce-gtx-1060-6gb-i7780809077.html,7780809077,Nowy,0,GTX1060,GIGABYTE,1157
36,36,36,36,36,36,36,   GTX1060 6GB Gwar. 9mcy,Brak,700,https://archiwum.allegro.pl//oferta/karta-graficzna-inno3d-gtx1060-6gb-gwar-9mcy-i7730189130.html,7730189130,Używany,0,GTX1060,INNO3D,700
37,37,37,37,37,37,37,"  GTX 1060 iChill X3, 6GB GDDR5",Brak,1264,https://archiwum.allegro.pl//oferta/inno3d-geforce-gtx-1060-ichill-x3-6gb-gddr5-i7811465720.html,7811465720,Nowy,0,GTX1060,Inno3D,1264
38,38,38,38,38,38,38,   RX 580 8GB GTS + GDDR5,Brak,1157,https://archiwum.allegro.pl//oferta/xfx-amd-radeon-rx-580-8gb-gts-oc-gddr5-i7778773759.html,7778773759,Nowy,0,RX580,XFX,1157
39,39,39,39,39,39,39, AORUS  GTX 1080 Ti Xtreme,Brak,2900,https://archiwum.allegro.pl//oferta/gigabyte-aorus-geforce-gtx-1080-ti-xtreme-i7810849287.html,7810849287,Używany,0,GTX1080ti,Gigabyte,2900
40,40,40,40,40,40,40,GTX 1070   X 8GB GWARANCJA,Brak,1310,https://archiwum.allegro.pl//oferta/gtx-1070-msi-gaming-x-8gb-gwarancja-i7808135703.html,7808135703,Używany,0,GTX1070,MSI,1310
41,41,41,41,41,41,41,  GTX 1050 Ti Dual  4GB gwarancja,Brak,495,https://archiwum.allegro.pl//oferta/palit-geforce-gtx-1050-ti-dual-oc-4gb-gwarancja-i7813932173.html,7813932173,Używany,0,GTX1050ti,Palit,495
42,42,42,42,42,42,42, GTX 1080TI SC2 NOWA,2245,2245,https://archiwum.allegro.pl//oferta/evga-gtx-1080ti-sc2-nowa-i7808099536.html,7808099536,Nowy,1,GTX1080ti,EVGA,2245
43,43,43,43,43,43,43,  RTX 2080   8GB BCM,2000,2000,https://archiwum.allegro.pl//oferta/gigabyte-geforce-rtx-2080-gaming-oc-8gb-bcm-i7813176057.html,7813176057,Nowy,1,RTX2080,Gigabyte,2000
44,44,44,44,44,44,44,  RTX 2070   8GB BCM,1700,1700,https://archiwum.allegro.pl//oferta/gigabyte-geforce-rtx-2070-gaming-oc-8gb-bcm-i7813120329.html,7813120329,Nowy,1,RTX2070,Gigabyte,1700
45,45,45,45,45,45,45,BYD -    RTX 2080 TURBO  8,Brak,4040,https://archiwum.allegro.pl//oferta/byd-gigabyte-karta-graficzna-rtx-2080-turbo-oc-8-i7698129722.html,7698129722,Nowy,0,RTX2080,Gigabyte,4040
46,46,46,46,46,46,46,BYD -     RTX 2070 ROG ST,Brak,3544,https://archiwum.allegro.pl//oferta/byd-asus-karta-graficzna-geforce-rtx-2070-rog-st-i7698127355.html,7698127355,Nowy,0,RTX2070,Asus,3544
47,47,47,47,47,47,47,    RTX 2070  Z 8GB,Brak,2879,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-geforce-rtx-2070-gaming-z-8gb-i7661104882.html,7661104882,Nowy,0,RTX2070,MSI,2879
48,48,48,48,48,48,48,    GTX 770 2GB blower,Brak,460,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-geforce-gtx-770-2gb-blower-i7712188058.html,7712188058,Używany,0,GTX770,MSI,460
49,49,49,49,49,49,49, GTX1080TI  X,Brak,2250,https://archiwum.allegro.pl//oferta/msi-gtx1080ti-gaming-x-i7809016735.html,7809016735,Używany,0,GTX1080ti,MSI,2250
50,50,50,50,50,50,50,   ROG   GTX 1080 Ti,Brak,2849,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-rog-strix-geforce-gtx-1080-ti-i7793508158.html,7793508158,Używany,0,GTX1080ti,Asus,2849
51,51,51,51,51,51,51,  RX 480 8GB GDDR5 HDMI,Brak,499,https://archiwum.allegro.pl//oferta/sapphire-radeon-rx-480-8gb-gddr5-hdmi-i7812714220.html,7812714220,Używany,0,RX480,Sapphire,499
52,52,52,52,52,52,52,  GTX 1080 iChill X3 8GB stan igła,Brak,1350,https://archiwum.allegro.pl//oferta/inno3d-geforce-gtx-1080-ichill-x3-8gb-stan-igla-i7794066783.html,7794066783,Używany,0,GTX1080,INNO3D,1350
53,53,53,53,53,53,53,    RX 470 4GB  X,480,480,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-radeon-rx-470-4gb-gaming-x-i7793476765.html,7793476765,Używany,1,RX470,MSI,480
54,54,54,54,54,54,54,   GTX 1070  8 gb,Brak,1050,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-gtx-1070-gaming-8-gb-i7813986846.html,7813986846,Używany,0,GTX1070,MSI,1050
55,55,55,55,55,55,55,  GTX 1070 8GB Aero ITX ,Brak,1699,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-1070-8gb-aero-itx-oc-i7632472120.html,7632472120,Nowy,0,GTX1070,MSI,1699
56,56,56,56,56,56,56,"  RTX 2080 SUPER JETSTREAM, 8GB GDDR6",Brak,3758,https://archiwum.allegro.pl//oferta/palit-geforce-rtx-2080-super-jetstream-8gb-gddr6-i7670923474.html,7670923474,Nowy,0,RTX2080,PALIT,3758
57,57,57,57,57,57,57,   RTX 2080 TURBO  8GB GDD,Brak,3639,https://archiwum.allegro.pl//oferta/gigabyte-karta-graficzna-rtx-2080-turbo-oc-8gb-gdd-i7776173454.html,7776173454,Nowy,0,RTX2080,Gigabyte,3639
58,58,58,58,58,58,58, RTX 2070   8GB 3xDP HDMI USB-C,Brak,2759,https://archiwum.allegro.pl//oferta/gigabyte-rtx-2070-gaming-oc-8gb-3xdp-hdmi-usb-c-i7638353673.html,7638353673,Nowy,0,RTX2070,GIGABYTE,2759
59,59,59,59,59,59,59,  RTX 2060   6GB GDDR6 192b,Brak,1799,https://archiwum.allegro.pl//oferta/palit-geforce-rtx-2060-gamingpro-oc-6gb-gddr6-192b-i7801621528.html,7801621528,Nowy,0,RTX2060,PALIT,1799
60,60,60,60,60,60,60,"  GTX 1060 , 6144 MB GDDR5",Brak,1336,https://archiwum.allegro.pl//oferta/evga-geforce-gtx-1060-gaming-6144-mb-gddr5-i7798846770.html,7798846770,Nowy,0,GTX1060,EVGA,1336
61,61,61,61,61,61,61,    RX570  Expedition 4G,Brak,620,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-radeon-rx570-oc-expedition-4g-i7811619463.html,7811619463,Nowy,0,RX570,Asus,620
62,62,62,62,62,62,62,  GTX 1060  6GB GDDR5,Brak,1665,https://archiwum.allegro.pl//oferta/asus-geforce-gtx-1060-strix-6gb-gddr5-i7758581329.html,7758581329,Nowy,0,GTX1060,ASUS,1665
63,63,63,63,63,63,63,  GTX 1060  6GB GDDR5,Brak,1689,https://archiwum.allegro.pl//oferta/asus-geforce-gtx-1060-strix-6gb-gddr5-i7756479047.html,7756479047,Nowy,0,GTX1060,ASUS,1689
64,64,64,64,64,64,64,    RTX 2070 BLOWER 8GB,Brak,2486,https://archiwum.allegro.pl//oferta/zotac-karta-graficzna-geforce-rtx-2070-blower-8gb-i7813499617.html,7813499617,Nowy,0,RTX2070,ZOTAC,2486
65,65,65,65,65,65,65,  GTX 1060 G1  6GB,Brak,830,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1060-g1-gaming-6gb-i7807694220.html,7807694220,Używany,0,GTX1060,Gigabyte,830
66,66,66,66,66,66,66, GTX1070TI Mini - 12 sztuk  ,Brak,15000,https://archiwum.allegro.pl//oferta/zotac-gtx1070ti-mini-12-sztuk-karta-graficzna-i7813962338.html,7813962338,Używany,0,GTX1070ti,Zotac,15000
67,67,67,67,67,67,67, RX 570  ARMOR 8GB GDDR5 256bit DVI+HDMI+3xDP,Brak,1126,https://archiwum.allegro.pl//oferta/msi-rx-570-oc-armor-8gb-gddr5-256bit-dvi-hdmi-3xdp-i7625514310.html,7625514310,Nowy,0,RX570,MSI,1126
68,68,68,68,68,68,68, RTX 2080 Ti AORUS XTREME 11G GDDR6 FV 36M,Brak,6079,https://archiwum.allegro.pl//oferta/gigabyte-rtx-2080-ti-aorus-xtreme-11g-gddr6-fv-36m-i7807613111.html,7807613111,Nowy,0,RTX2080ti,GIGABYTE,6079
69,69,69,69,69,69,69,   RTX 2070 VENTUS 8G GDDR6 FV GW,Brak,2423,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-rtx-2070-ventus-8g-gddr6-fv-gw-i7792351251.html,7792351251,Nowy,0,RTX2070,MSI,2423
70,70,70,70,70,70,70,  RX 580 4GB NITRO+ - Warszawa Sklep,Brak,690,https://archiwum.allegro.pl//oferta/sapphire-radeon-rx-580-4gb-nitro-warszawa-sklep-i7763966570.html,7763966570,Używany,0,RX580,Sapphire,690
71,71,71,71,71,71,71,Nowa    RTX 2060   6GB,Brak,1790,https://archiwum.allegro.pl//oferta/nowa-karta-graficzna-palit-rtx-2060-gaming-oc-6gb-i7813865486.html,7813865486,Nowy,0,RTX2060,PALIT,1790
72,72,72,72,72,72,72,  GTX 970 GV-N970G1 -4GD,499,499,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-970-gv-n970g1-gaming-4gd-i7803732826.html,7803732826,Używany,1,GTX970,Gigabyte,499
73,73,73,73,73,73,73,    GTX 1050 2GT LP,Brak,579,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-geforce-gtx-1050-2gt-lp-i7771822400.html,7771822400,Nowy,0,GTX1050,MSI,579
74,74,74,74,74,74,74,Nowa    RTX 2070 BLOWER 8GB,Brak,2410,https://archiwum.allegro.pl//oferta/nowa-karta-graficzna-zotac-rtx-2070-blower-8gb-i7801879560.html,7801879560,Nowy,0,RTX2070,ZOTAC,2410
75,75,75,75,75,75,75,"  RTX 2070 ROG  O8G, 8192 MB GDDR6",Brak,3334,https://archiwum.allegro.pl//oferta/asus-geforce-rtx-2070-rog-strix-o8g-8192-mb-gddr6-i7799753801.html,7799753801,Nowy,0,RTX2070,ASUS,3334
76,76,76,76,76,76,76,"  RTX 2080 VENTUS 8G , 8GB GDDR6",Brak,4093,https://archiwum.allegro.pl//oferta/msi-geforce-rtx-2080-ventus-8g-oc-8gb-gddr6-i7811453187.html,7811453187,Nowy,0,RTX2080,MSI,4093
77,77,77,77,77,77,77,"  GTX 1060 6GB Compact 2, HDMI 2.0b",Brak,1219,https://archiwum.allegro.pl//oferta/inno3d-geforce-gtx-1060-6gb-compact-2-hdmi-2-0b-i7811446519.html,7811446519,Nowy,0,GTX1060,Inno3D,1219
78,78,78,78,78,78,78,GPU  JetStream  GTX 970 4GB 256bit,Brak,530,https://archiwum.allegro.pl//oferta/gpu-palit-jetstream-geforce-gtx-970-4gb-256bit-i7775671632.html,7775671632,Używany,0,GTX970,Palit,530
79,79,79,79,79,79,79,"   GTX 1070 Ti  8G,",Brak,1390,https://archiwum.allegro.pl//oferta/karta-msi-geforce-gtx-1070-ti-gaming-8g-i7813429671.html,7813429671,Używany,0,GTX1070ti,MSI,1390
80,80,80,80,80,80,80,"  GTX 1060 Phoenix GS, 6GB GDDR5",Brak,1457,https://archiwum.allegro.pl//oferta/gainward-geforce-gtx-1060-phoenix-gs-6gb-gddr5-i7811429881.html,7811429881,Nowy,0,GTX1060,Gainward,1457
81,81,81,81,81,81,81,  RX 470  4GB GDDR5 HDMI 3xDP,Brak,415,https://archiwum.allegro.pl//oferta/sapphire-radeon-rx-470-oc-4gb-gddr5-hdmi-3xdp-i7748184623.html,7748184623,Używany,0,RX470,Sapphire,415
82,82,82,82,82,82,82,  RX580  X 8G Gwarancja 36 m-cy,Brak,850,https://archiwum.allegro.pl//oferta/msi-radeon-rx580-gaming-x-8g-gwarancja-36-m-cy-i7795271642.html,7795271642,Używany,0,RX580,MSI,850
83,83,83,83,83,83,83,  RTX 2080 Ti   11GB ,Brak,6490,https://archiwum.allegro.pl//oferta/asus-geforce-rtx-2080-ti-strix-gaming-11gb-oc-i7797262000.html,7797262000,Nowy,0,RTX2080ti,ASUS,6490
84,84,84,84,84,84,84,   RTX 2080 TURBO  8GB,Brak,3608,https://archiwum.allegro.pl//oferta/gigabyte-karta-graficzna-rtx-2080-turbo-oc-8gb-i7734832821.html,7734832821,Nowy,0,RTX2080,Gigabyte,3608
85,85,85,85,85,85,85,  GTX 1070 G1  8GB GW,Brak,1099,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1070-g1-gaming-8gb-gw-i7808857572.html,7808857572,Używany,0,GTX1070,Gigabyte,1099
86,86,86,86,86,86,86,  RX 590 Nitro 8GB GDDR5,Brak,1249,https://archiwum.allegro.pl//oferta/sapphire-radeon-rx-590-nitro-8gb-gddr5-i7807580439.html,7807580439,Nowy,0,RX590,Sapphire,1249
87,87,87,87,87,87,87,  GTX 970 4GB DDR5  ,Brak,550,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-970-4gb-ddr5-oc-gaming-i7812050859.html,7812050859,Używany,0,GTX970,MSI,550
88,88,88,88,88,88,88,"  GTX 1060 6GB Compact 2, HDMI 2.0b,",Brak,1056,https://archiwum.allegro.pl//oferta/inno3d-geforce-gtx-1060-6gb-compact-2-hdmi-2-0b-i7711624398.html,7711624398,Nowy,0,GTX1060,Inno3D,1056
89,89,89,89,89,89,89,"  GTX 1060 Phoenix GS, 6GB GDDR5 19",Brak,1342,https://archiwum.allegro.pl//oferta/gainward-geforce-gtx-1060-phoenix-gs-6gb-gddr5-19-i7690980523.html,7690980523,Nowy,0,GTX1060,Gainward,1342
90,90,90,90,90,90,90,  GTX 970 AMP EXTREME CORE EDITION,Brak,799,https://archiwum.allegro.pl//oferta/zotac-geforce-gtx-970-amp-extreme-core-edition-i7803385311.html,7803385311,Używany,0,GTX970,ZOTAC,799
91,91,91,91,91,91,91, RTX 2080TI DUAL  11GB,Brak,4400,https://archiwum.allegro.pl//oferta/asus-rtx-2080ti-dual-oc-11gb-i7808677738.html,7808677738,Używany,0,RTX2080ti,ASUS,4400
92,92,92,92,92,92,92,OUTLET    RX 570 GAMIING 4GB,Brak,649,https://archiwum.allegro.pl//oferta/outlet-karta-gigabyte-radeon-rx-570-gamiing-4gb-i7809246796.html,7809246796,,0,RX570,Gigabyte,649
93,93,93,93,93,93,93, GTX 1080  X 8GB DDR5 256BIT,Brak,1799,https://archiwum.allegro.pl//oferta/msi-gtx-1080-gaming-x-8gb-ddr5-256bit-i7810724264.html,7810724264,Używany,0,GTX1080,MSI,1799
94,94,94,94,94,94,94, GTX 960 4GB  ,Brak,500,https://archiwum.allegro.pl//oferta/geforce-gtx-960-4gb-asus-strix-i7773641433.html,7773641433,Używany,0,GTX960,ASUS,500
95,95,95,95,95,95,95," RX570  ARMOR 8GB - nowa, FV, gwarancja",Brak,777,https://archiwum.allegro.pl//oferta/msi-rx570-oc-armor-8gb-nowa-fv-gwarancja-i7464363217.html,7464363217,Nowy,0,RX570,MSI,777
96,96,96,96,96,96,96, Expedition  RX 570  4GB GDDR5 -- NOWA,Brak,689,https://archiwum.allegro.pl//oferta/asus-expedition-radeon-rx-570-oc-4gb-gddr5-nowa-i7800771900.html,7800771900,Nowy,0,RX570,ASUS,689
97,97,97,97,97,97,97,"  RTX 2080 VENTUS 8G , 8GB GDDR6, 3xDP",Brak,3795,https://archiwum.allegro.pl//oferta/msi-geforce-rtx-2080-ventus-8g-oc-8gb-gddr6-3xdp-i7694530167.html,7694530167,Nowy,0,RTX2080,MSI,3795
98,98,98,98,98,98,98,  RTX 2060 AMP 192bit GDDR6,Brak,1750,https://archiwum.allegro.pl//oferta/zotac-geforce-rtx-2060-amp-192bit-gddr6-i7812169838.html,7812169838,Nowy,0,RTX2060,ZOTAC,1750
99,99,99,99,99,99,99,   GTX 1050 TI 4GB GDDR5 ,Brak,895,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-gtx-1050-ti-4gb-gddr5-strix-i7797472184.html,7797472184,Nowy,0,GTX1050ti,Asus,895
100,100,100,100,100,100,100,  GTX 1070 Ti FTW2  8GB RGB,1300,1300,https://archiwum.allegro.pl//oferta/evga-nvidia-gtx-1070-ti-ftw2-gaming-8gb-rgb-i7803362480.html,7803362480,Używany,1,GTX1070ti,EVGA,1300
101,101,101,101,101,101,101,  RX Vega 64 silver,1545,1545,https://archiwum.allegro.pl//oferta/gigabyte-radeon-rx-vega-64-silver-i7803336413.html,7803336413,Używany,1,RXvega64,GIGABYTE,1545
102,102,102,102,102,102,102, GTX 1070 8GB G1  Gwarancja,Brak,990,https://archiwum.allegro.pl//oferta/gigabyte-gtx-1070-8gb-g1-gaming-gwarancja-i7799530777.html,7799530777,,0,GTX1070,Gigabyte,990
103,103,103,103,103,103,103," Red Dragon  RX 570, 8GB GDDR5",Brak,996,https://archiwum.allegro.pl//oferta/powercolor-red-dragon-radeon-rx-570-8gb-gddr5-i7549444246.html,7549444246,Nowy,0,RX570,PowerColor,996
104,104,104,104,104,104,104," Red Dragon  RX 570, 8GB GDDR5 ,DL",Brak,927,https://archiwum.allegro.pl//oferta/powercolor-red-dragon-radeon-rx-570-8gb-gddr5-dl-i7666494433.html,7666494433,Nowy,0,RX570,PowerColor,927
105,105,105,105,105,105,105,"  GTX 1070 Mini  Itx, gwarancja",Brak,899,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1070-mini-oc-itx-gwarancja-i7809390644.html,7809390644,Używany,0,GTX1070,Gigabyte,899
106,106,106,106,106,106,106, GTX 970 G1  100% sprawna,600,600,https://archiwum.allegro.pl//oferta/gigabyte-gtx-970-g1-gaming-100-sprawna-i7806971896.html,7806971896,Używany,1,GTX970,Gigabyte,600
107,107,107,107,107,107,107, GTX 1060 3b Gwarancja do 2021r,Brak,500,https://archiwum.allegro.pl//oferta/evga-gtx-1060-3b-gwarancja-do-2021r-i7813075235.html,7813075235,Używany,0,GTX1060,EVGA,500
108,108,108,108,108,108,108,GTX 1080  GLH () - Gwarancja do 10.2020,Brak,1850,https://archiwum.allegro.pl//oferta/gtx-1080-gainward-glh-oc-gwarancja-do-10-2020-i7800304790.html,7800304790,Używany,0,GTX1080,Gainward,1850
109,109,109,109,109,109,109, VGA   RTX 2080 AERO 8GB GDDR6 256b,Brak,3157,https://archiwum.allegro.pl//oferta/karta-vga-msi-geforce-rtx-2080-aero-8gb-gddr6-256b-i7779389176.html,7779389176,Nowy,0,RTX2080,MSI,3157
110,110,110,110,110,110,110, VGA  GTX1070  Super JetStream 8GB GDD,Brak,1944,https://archiwum.allegro.pl//oferta/karta-vga-palit-gtx1070-oc-super-jetstream-8gb-gdd-i7779388392.html,7779388392,Nowy,0,GTX1070,Palit,1944
111,111,111,111,111,111,111,   GTX 1070 ARMOR 8GB ,Brak,1200,https://archiwum.allegro.pl//oferta/karta-msi-geforce-gtx-1070-armor-8gb-oc-i7809269312.html,7809269312,Używany,0,GTX1070,MSI,1200
